1007,4
1024,1
1029,1
1052,3
1077,4
1093,3
1111,1
1118,4
1119,2
1158,2
1188,1
1215,1
1247,2
1255,1
1257,2
1308,3
1331,2
1395,3
1407,4
1425,4
1453,2
1464,2
1511,4
1603,1
1624,2
1635,1
1637,4
1638,1
1662,2
1664,4
1702,3
1716,4
1737,4
1830,4
1832,3
1864,4
1898,3
1923,1
1950,3
1951,1
2023,3
2065,2
2132,1
2147,1
2168,4
2260,3
2282,4
2337,4
2369,2
2381,4
2406,3
2413,1
2449,4
2465,4
2470,1
2479,4
2567,4
2613,4
2618,1
2619,4
2663,4
2738,3
2748,4
2757,4
2801,4
2839,3
2937,2
2958,2
3030,4
3060,1
3129,3
3134,2
3141,4
3180,4
3229,2
3272,4
3294,4
3347,4
3360,4
3364,1
3366,4
3371,1
3555,4
3562,4
3584,2
3612,4
3636,2
3639,4
3644,2
3678,3
3687,4
3688,3
3714,3
3728,4
3733,1
3812,4
3824,1
3836,2
3838,4
3849,2
3868,2
3878,3
3905,3
3931,1
3974,1
3994,1
4020,3
4113,2
4146,4
4158,4
4194,2
4199,2
4208,3
4223,4
4238,2
4289,2
4292,3
4296,1
4318,4
4360,2
4385,3
4390,2
4457,2
4458,2
4486,1
4656,1
4690,2
4711,1
4717,4
4774,1
4785,3
4797,2
4861,1
4920,1
4922,4
4949,2
4971,4
5064,4
5157,4
5191,4
5230,1
5247,1
5358,4
5359,1
5360,4
5395,1
5465,2
5502,2
5514,3
5519,4
5552,2
5588,1
5644,3
5645,4
5648,4
5654,4
5680,3
5698,4
5734,2
5813,2
5819,4
5828,2
5845,4
5871,4
5873,4
5928,3
5939,4
5952,4
5995,3
6012,1
6047,4
6054,4
6057,3
6079,4
6120,4
6128,1
6163,2
6177,2
6203,4
6206,4
6268,2
6325,1
6352,1
6379,4
6396,2
6426,1
6462,3
6486,2
6495,1
6539,4
6580,1
6582,1
6644,4
6655,4
6704,4
6723,4
6741,2
6882,2
6890,4
6924,4
6925,4
6947,4
7007,3
7025,3
7035,4
7110,4
7125,4
7201,4
7278,4
7285,4
7323,1
7345,3
7379,4
7384,3
7413,4
7427,1
7451,2
7470,1
7498,1
7599,1
7605,1
7610,3
7616,4
7638,4
7644,1
7653,3
7694,1
7725,3
7756,4
7766,4
7805,4
7818,4
7854,1
7878,4
7886,4
7925,1
8011,1
8026,1
8043,1
8064,4
8065,3
8104,2
8117,4
8123,1
8179,1
8205,1
8238,3
8374,4
8407,3
8443,4
8517,1
8522,4
8539,3
8548,2
8593,3
8679,4
8714,1
8725,3
8760,1
8787,2
8790,2
8792,1
8805,2
8845,4
8852,4
8889,4
8908,4
8932,1
9015,4
9016,4
9019,2
9033,2
9059,3
9128,3
9134,2
9206,1
9237,2
9254,1
9274,3
9304,1
9366,4
9376,2
9397,3
9441,1
9469,3
9473,4
9491,4
9549,2
9552,1
9575,2
9644,4
9694,1
9703,4
9766,3
9769,4
9771,2
9820,2
9821,1
9881,2
9923,1
9951,1
