1024,2
6163,1
4318,3
8679,2
7379,4
1111,1
8517,1
1624,2
9274,2
6325,3
8238,4
8792,4
3678,3
3994,3
1308,4
6379,2
1864,1
8539,2
2567,2
2663,2
3644,2
6644,2
4020,1
1702,4
4289,4
3141,2
2619,1
4458,1
8790,4
7384,4
6723,1
1407,1
2937,1
9575,3
3636,3
5845,4
6352,3
5680,4
8117,4
9376,3
8374,2
9549,4
6925,4
1052,4
6054,3
3366,1
6890,2
1395,3
5064,2
1158,1
8714,4
7323,1
7451,1
9771,3
9820,3
1716,4
3612,3
3878,1
7035,1
2738,4
3134,3
1635,3
2369,1
3129,1
2470,2
5514,2
1453,4
4711,2
6012,4
5230,2
3687,2
9033,4
2801,1
5191,2
5360,1
1898,3
9821,2
6947,4
4146,2
2065,4
5465,2
6268,3
6177,3
7818,2
2023,4
5519,2
7694,1
4656,4
9881,4
1511,3
3836,1
5813,1
9766,3
3180,4
6128,1
9694,4
8548,3
8908,1
7605,4
6462,3
4797,1
9951,1
2839,1
6047,1
7413,1
2282,2
3824,3
5654,3
6396,2
3849,4
1830,3
4922,2
3868,3
5995,2
7653,4
8889,1
3728,1
3347,3
3931,4
4861,1
4690,1
9304,4
3838,4
4223,1
5871,4
7278,4
2465,4
1662,1
4292,4
7007,1
6057,3
3905,2
6203,2
8179,3
8932,2
1950,1
8852,4
2757,1
8064,1
9397,1
1603,4
7616,2
8760,3
3562,1
7285,4
4717,2
1737,3
1638,2
3584,3
9469,2
8443,3
7805,1
3639,2
9644,2
5648,4
7599,3
9552,3
3360,2
5952,2
7756,1
8065,3
9237,4
9366,3
1257,3
2618,1
6539,2
5644,2
4385,2
8787,3
5734,3
1832,4
2132,2
4208,3
8043,4
7427,2
3812,3
5698,4
4486,3
6580,3
7638,3
6486,1
3060,4
7886,3
1118,3
9016,1
9923,4
5552,4
7644,4
1255,4
9206,2
8407,1
4360,1
5358,4
2613,1
6582,3
8011,2
4199,3
2406,1
7854,1
8123,3
2147,1
5645,3
6924,3
4390,2
7925,4
7610,2
6655,4
4158,3
4949,1
4238,4
6079,2
8205,3
1029,4
6426,2
5588,1
1093,4
9441,3
7470,2
3974,2
6741,3
8845,2
9491,3
1007,3
5247,3
1923,1
4785,1
3714,4
2413,1
7766,1
9015,1
6882,4
2260,3
8725,1
2479,1
3229,2
9769,1
9059,4
4113,2
8026,4
6206,1
7878,4
5819,2
7110,1
4971,1
2168,1
6495,4
7025,3
2381,3
7201,1
9134,2
4457,3
8805,3
5939,4
2958,1
3030,1
8104,1
7725,4
1215,2
1664,4
3272,3
4774,4
9703,3
6704,2
9254,2
5873,2
1188,3
3371,4
5157,1
4920,2
1331,1
1637,4
1247,3
7125,2
3294,2
1119,1
6120,2
5359,1
4194,2
2449,2
9473,1
5395,3
9019,3
1077,2
3688,2
3733,3
4296,3
7345,3
8522,4
1951,4
7498,1
2337,2
1425,1
5828,2
8593,1
5502,2
9128,3
5928,3
3364,4
1464,3
2748,1
3555,1
