3272,1
3994,1
8714,2
1158,3
8548,1
7653,2
1637,2
2618,3
6128,3
3639,4
8238,2
5157,3
4949,3
9703,1
1898,1
8104,3
2567,4
9397,3
3134,1
1407,3
8932,4
5247,1
6120,4
5465,4
5928,1
1119,3
4797,3
4318,1
2406,3
6206,3
1603,2
1395,1
5939,2
9820,1
6379,4
3555,3
2065,2
3714,2
5995,4
9473,3
2479,3
4194,4
1832,2
8443,1
1716,2
9366,1
9033,2
7854,3
2413,3
8805,1
7616,4
7125,4
1247,1
8205,1
2839,3
9644,4
7599,1
3878,3
8760,1
1111,3
9254,4
8679,4
8593,3
4861,3
5395,1
1052,2
6054,1
5514,4
3364,2
7201,3
3905,4
4922,4
6352,1
7886,1
9771,1
4774,2
7345,1
9469,4
5698,2
3688,4
3836,3
4223,3
3584,1
3824,1
1702,2
9694,2
7605,2
6396,4
3868,1
2168,3
1950,3
1635,1
4920,4
8790,2
7278,2
7878,2
7694,3
9549,2
3294,4
7110,3
9304,2
7644,2
1662,3
5654,1
8374,4
1464,1
1425,3
1737,1
4385,4
8407,3
9134,4
7413,3
9766,1
5230,4
2748,3
6495,2
5648,2
4458,3
1024,4
5360,3
2757,3
8117,2
4360,3
1638,4
9821,4
6268,1
7035,3
2470,4
6462,1
1077,4
3812,1
7379,2
2147,3
6890,4
7925,2
2282,4
8539,4
9019,1
3974,4
2023,2
3678,1
4785,3
4717,4
8123,1
5502,4
9016,3
5519,4
9376,1
2738,2
8792,2
2465,2
8064,3
4457,1
4656,2
1664,2
5064,4
5873,4
1118,1
5871,2
1923,3
3180,2
6079,4
2801,3
9552,1
9015,3
1029,2
3733,1
6486,3
3347,1
7725,2
6655,2
1255,2
9206,4
1308,2
1007,1
6947,2
1830,1
3229,4
3030,3
3636,1
2369,3
7427,4
6426,4
7818,4
4971,3
5952,4
1093,2
9441,1
7323,3
6723,3
9491,1
6325,1
5191,4
9059,2
4020,3
8026,2
9128,1
2958,3
6882,2
3838,2
5813,3
4158,1
4238,2
9575,1
3129,3
2132,4
7610,4
3562,3
2619,3
7805,3
2381,1
3141,4
6582,1
3687,4
1331,3
5680,2
6741,1
9881,2
1951,2
2663,4
6580,1
6539,4
3931,2
8065,1
7007,3
4390,4
9274,4
5588,3
6924,3
9951,3
2937,3
1453,2
6925,2
2260,1
7470,4
4113,4
8725,3
9237,2
5819,4
1511,1
5358,2
4690,3
2449,4
6644,4
4289,2
3644,4
5359,3
6057,1
3060,2
4296,1
8845,4
4292,2
3728,3
5828,4
8908,3
1188,1
5645,1
9769,3
1215,4
1864,3
8787,1
3366,3
5734,1
5552,2
3849,2
4486,1
5644,4
6047,3
3371,2
7756,3
8043,2
6177,1
1257,1
3612,1
8852,2
3360,4
6012,2
4199,1
7451,3
8011,4
8889,3
8179,1
7285,2
5845,2
2337,4
4711,4
4146,4
7638,1
6704,4
9923,2
8517,3
8522,2
4208,1
6203,4
2613,3
7384,2
7498,3
1624,4
7025,1
7766,3
6163,3
